source_image,cropped_image,ocr_zoom_image,crop_status,duplicate_of,reporting_marks,road_name,road_number,full_name,car_type,car_class,color,capy_lbs,ld_lmt_lbs,lt_wt_lbs,built,roster_id,roster_road,roster_length_ft,roster_weight_oz,roster_weight_tons,ocr_text,match_confidence,notes
IMG_9128.png,CarImagesCardFill/IMG_9128.png,OcrZoom/OCR_IMG_9128.png,ok,,B&O,B&O,283057,,Boxcar,XM,Brown,100000,121000,56400,2-51,BO283057,BO,50,4.4,88,| B&O CA PY 1O0N000 XM LDLMT 12)000 LT WT 56400 HO 6-7] JU FO A — A: ANEAOM — EE : } 8 QO BALTIMORE & OHIO LDEPENDASILITY | B&O E8308 LN : A LDLMT 121/000 TE 3S A WK LT WT 56400 HO 6-7) EAT AD-TI] PUR A SH ‘ — EE 7 ; EE . 7 —,visual_review,final_ref=CarImagesFinal/IMG_9128.png; B&O Sentinel boxcar
IMG_9129.png,CarImagesCardFill/IMG_9129.png,OcrZoom/OCR_IMG_9129.png,ok,,CR,CR,477935,,Hopper,HT,Brown,200000,204300,58700,12-77,CR477935,CR,,,,"EE CONRAIL & ER ; @ AT 79 35 ° } | ~~ ALEE! APY ZONOON HT < LDILMT 204300 PEZ B -~. LT WT 68700 12-77 @ | | OM, CONRAIL : —* | CR : R - - A7 , _ = A <_ LDIMT 204300 PEZ _ _ J ‘ AY . LT WT 58700 12-77 IDD =~ A @T A | | — HOM, ; —",visual_review,final_ref=CarImagesFinal/IMG_9129.png; Conrail hopper; not in car roster
IMG_9130.png,CarImagesCardFill/IMG_9130.png,OcrZoom/OCR_IMG_9130.png,ok,,RMP,RMP,50,,Boxcar,,Black,,,,,RMP50,RMP,,,,"= — ——""# 4, (LAS : O —_ EE SOUL V = | —~ © LERMA DE T WAD AD JU ""1 Y (AIT: I SS \ I, EE Z SE CSI 1 ~ __K E ~ A AE A, I FH. A TE : _ EE AE - §9U1 —- _ EY 4E ; ‘¢ FI ‘~M “ E - L ON, AG | ‘EER TP AS SAL J A | , TST—IS RM J\ EEE",visual_review,final_ref=CarImagesFinal/IMG_9130.png; Railroad Museum of PA 50th anniversary boxcar; not in roster
IMG_9131.png,CarImagesCardFill/IMG_9131.png,OcrZoom/OCR_IMG_9131.png,ok,,B&O,B&O,8417,,Flatcar,,Black,140000,149000,61000,12-53,BO8417,BO,53,4.7,94,"— —— =. OAD _ . “ _ J - R. ' . . X — ; . FIS * } F J ; . F J ‘ 2 , . : ‘ | F ' ; OR | WE I JOR ' T T EE RA < . - PE ‘ F- ' - ‘ Z J F ROCEE NM « OO. - OW A A “ALE OT, OM. AY BEE FEET 3) BY S) OE) NAS NIS AR) HE F- TI TLE ABL DAE HEE STARS BE £ : . SE GRAVEN RWAEETY CANEY YR OO ER +) . EI EE . ; _ 7 — ; OS _ —_ EE \ _ SEN - EA X ™ -~—- X ERC, TI —S AMARE - —— -_— + TEE OE , ELA OF FI P . 11D 4 IIT B",visual_review,final_ref=CarImagesFinal/IMG_9131.png
IMG_9132.png,CarImagesCardFill/IMG_9132.png,OcrZoom/OCR_IMG_9132.png,ok,,B&O,B&O,8300,,Coil,,Gray,150000,153700,66300,12-68,BO8300,BO,55,4.8,96,"A. - ! ; F : ~ * 5 WT ==) CRVIEATA . = —— - =. - 2 . 3 OSM MAYEN MENS - . A 3 . ’ LA ~ ERIE - = . ERE ONT WIS . LT} ES I . ‘ : *. END . EE OR. 7 S. . SHAG PS IA . AW . SE BE TH CHAR * IE EK A AE , OR} . BASE A R AY: OT - 5 RT OS RS ED A ”. “3 TAE . ""A “S . + SE | SEO RA . “UI “ TQ .. . 2 - . : TOU PA A AOR A S' ‘OG BEF . 1 AE TM OI 4 - A : F EAE |R AE) R; : 7 . PRETE! A . ; 3 . - A ? A 4 FIA IE 2 ",visual_review,final_ref=CarImagesFinal/IMG_9132.png; B&O cushion coil car
IMG_9133.png,CarImagesCardFill/IMG_9133.png,OcrZoom/OCR_IMG_9133.png,ok,,UTLX,UTLX,36299,,Tank,,Black,100000,,49550,9-50,UTLX36299,UTLX,,,,"LEE EE &, AN A | PATE TABACI ; EEE EE A EL GP AL : , = ———————— O— (‘AE A F RD SAD PE AE == PY BY -A° 4 I . SPY” ~~ ""I 2 =; RIT PHE A M—~. TIN) WA DE? 1 Y IT I FAD! STU J IPEAER ATH I AP! F = ‘A 7 OE, EE AE A | — . . UIRXITS PASH C4H 6 O . » Q VY REL IF ZÉ CYT + E. RR’ O I K I, IF MA EE AA AED ; AE OE | [HATE TATARA —— —— ———EEE EE EET EMS MGA OM MEE EM — — PA , ——— O—SE + —— — — —_ :_ —_- = ——T— ",visual_review,final_ref=CarImagesFinal/IMG_9133.png; Eastman Chemical tank
IMG_9134.png,CarImagesCardFill/IMG_9134.png,OcrZoom/OCR_IMG_9134.png,ok,,MOW,MOW,0017,,MOW,,Black,,,,,MOW0017,MOW,40,3.8,76,MAINTENANCE OF WAY QOLG Y K WEED SPRAYER MAINTENANCE OF WAY SERVICE ONLY OO1G Y ¥,visual_review,final_ref=CarImagesFinal/IMG_9134.png; Maintenance of Way weed sprayer tank
IMG_9135.png,CarImagesCardFill/IMG_9135.png,OcrZoom/OCR_IMG_9135.png,ok,,PRR,PRR,728012,,Hopper,,Orange,110000,,,3-17,PRR728012,PRR,,,,",. PE NNSY LVAN IL F OS. 728 012 A 14S 4 0 TS I | AE ‘ARPACT.IY AUTTTTIT TE , PA : PIIOWS, 3G 2OOE1LG LF A Y ——=_=$=—$=S¥X™A—R———— A H. PE NNSY LVAN IA L INES LAT TE A¢ SO ET EE ES PM, TARAPTTY SUNITA TURES 17 HH WE SARS ~ PÉ' PISRUW. 6 2OOELGE PEE ABE. BETULA FS ‘ BIAS ° 2 ~R ¥ A —_——_—S OS —_ _= . ES —- — ER = =",visual_review,final_ref=CarImagesFinal/IMG_9135.png; Pennsylvania Lines GLA hopper; not in car roster
IMG_9136.png,CarImagesCardFill/IMG_9136.png,OcrZoom/OCR_IMG_9136.png,ok,,PRR,PRR,702186,,Hopper,,Brown,100000,131400,37600,11-06,PRR702186,PRR,,,,"ER 7A - PE NN & . : CAPY 100000 D —> LDLMT 131400 LT WT 37600 ES TOI—«,,. = —— ————E ‘ F PENNSYLVANIA FT A ; : CAPY 100000 Z O 2 1 8 6 CUFT 1683 "" ~ _ 7 LD LMT 131400 LT WY 37600 P50 355 BLT 11-06 CLA _ R A A YF —_—~— WR YY ES _——— | A = OS) EE",visual_review,final_ref=CarImagesFinal/IMG_9136.png; Pennsylvania GLA hopper; not in car roster
IMG_9137.png,CarImagesCardFill/IMG_9137.png,OcrZoom/OCR_IMG_9137.png,ok,,C&O,C&O,ST1,,MOW,,Blue,,,80000,,COST1,CO,40,3.8,76,"| É _ : SE ; — NN =R... SY LIE AE A. C A : = 0 OD LALLA. — = + MM } : , : ' - - NO ~_____# AIENTSUR KS TW 148 O68 A A —_—_$—$—_——— ~= =E OS = - — S| ; IS ‘~ “A — OE I AN : =R RTS BI AE OE NEERS EE EEE IE +3 FA",visual_review,final_ref=CarImagesFinal/IMG_9137.png; C&O Chessie scale test car; LT WT 80000 lbs
IMG_9138.png,CarImagesCardFill/IMG_9138.png,OcrZoom/OCR_IMG_9138.png,ok,,C&O,C&O,377700,,MOW,,Black,,,,,CO377700,CO,,7.2,144,1 PE —_— SA ERE =E — 7 C & O WT 377700 | VAL » \ Y % | A : —— > ———_ AN = A CS AE OA! ; - _— ; IA 7 ER EEE _ YO “ A: WT 377700 PV A SS,visual_review,final_ref=CarImagesFinal/IMG_9138.png; C&O industrial crane car; side reads WC 2
IMG_9139.png,CarImagesCardFill/IMG_9139.png,OcrZoom/OCR_IMG_9139.png,ok,,C&O,C&O,W86,,MOW,,Green,,,,,COW86,CO,,,,"| X . . — A ES _ ME NE, FA ; \ \ -_ | — OS A _",visual_review,final_ref=CarImagesFinal/IMG_9139.png; C&O MOW camp/flat car; not in car roster
IMG_9140.png,CarImagesCardFill/IMG_9140.png,OcrZoom/OCR_IMG_9140.png,ok,,C&O,C&O,306607,,Coil,,Blue,,,,,CO306607,CO,52,4.6,92,". ' I] AL -_ - = BD SI ' | OE .* = % ; Q PE CN EAE LA VEEL TEE RAION STB BP EC EE ER OE AN NOE EAL —_ A — I ~ <A = ME AT, RO ES SEO ID 2 PE, NN MEE OE AD > 5A AR AN IES EO — = : “J AF] : ET FF “WE, T. PE RE TE 5 * STS 4 RE, LIZE . : ‘ R . . 2 - = J \ ° ""0 E, AI -* S ' . { FY É A! \ ~ TOW -— - É WE > "" R \ ‘PAIAH É 7 » | "" F) PE TENT! | F A OX >” N ABAN YF SEANA S27 PANA OTH ABEL CRS SAAB ET ISL .,",visual_review,final_ref=CarImagesFinal/IMG_9140.png; C&O/B&O coil car
IMG_9141.png,CarImagesCardFill/IMG_9141.png,OcrZoom/OCR_IMG_9141.png,ok,,B&O,B&O,73133,,Hopper,,Black,140000,168400,51600,9-74,BO73133,BO,45,4.1,82,"— MOT OO RY . ! VOOFS +) A EE ~ _. —_--« - -— -- - - --—-.. _— —- — 3 ™~ IF ICT I AE .. ARI . NC RE . ; ’ F(- . NOR ZY I - UE SE. ‘ ZE ; . EX GA - : ” MY MY _ . _ | . = AY ' , ; 7 F° OT! « ' ,. FE + A =, EE -~ EEE ———N— OR OO ———————————— WE —_- — — ——— A) AE = _ = - = : - - - -_—— : —.- : *",visual_review,final_ref=CarImagesFinal/IMG_9141.png; Chessie System B&O coal hopper
IMG_9142.png,CarImagesCardFill/IMG_9142.png,OcrZoom/OCR_IMG_9142.png,ok,,B&O,B&O,551470,,Gondola,GB,Black,154000,150000,63100,,BO551470,BO,50,4.4,88,"OY MAO CEPT EKE LO LET (ONG CD LY HI C3164 [HTE E P JS | : ~, 1 IND É WOOT TAS REPT PERU LY A - ON IER AIA SO OV, GE SO TT A AS ALAS A A ON PE OE MERS -- : ‘ , : 2 5",visual_review,final_ref=CarImagesFinal/IMG_9142.png
IMG_9143.png,CarImagesCardFill/IMG_9143.png,OcrZoom/OCR_IMG_9143.png,ok,,B&O,B&O,283069,,Boxcar,XM,Brown,100000,121000,56400,6-62,BO283069,BO,50,4.4,88,"=. IE EE I EN I | NN MR YLRRN’"""""" A QASR WA CGS CAPY JQOOOD AM LDLMT 12000 [ LT WT 56400 HO6 TI I ~ . AE __ AE __ A A. ——— A — ——. — ——-- — — = A BALTIMORE & OHIO B & ED LAVIGE DEPENDABILITY B&O 253069. A FEE — “ YL. NET. AN AE J",visual_review,final_ref=CarImagesFinal/IMG_9143.png; B&O Sentinel boxcar
IMG_9144.png,CarImagesCardFill/IMG_9144.png,OcrZoom/OCR_IMG_9144.png,ok,,PRR,PRR,474563,,Flatcar,,Brown,140000,157200,52300,12-34,PRR474563,PRR,50,4.4,88,"< UE ? PR - A AMS ME A CALE AD A OE ST _ A EE YP TE? OO GE PEPE AAA EED — -_ 2 TO AE I ) : 7 =) TE A / < ~~ . > ~ - . Y ‘ MA SE A —S OE SY RY FU IS OE - P - A 4 ; WA AY ; ~ . .F ; , RR U } F J PP D , 5 P AN * AF ~ 7 S —— 8S. C PE . ' - I EE EE EE DE NR ER AT? ME A EN REE AE AIE A AN = BT ASS OR CC EN, RONAN SG CO” OY OR AC CL EE YA EEE FO EE RAE SSE SS WE AE, GET A ELE VEET AKSD TAS IO BA OE REE R",visual_review,final_ref=CarImagesFinal/IMG_9144.png; PRR flatcar
IMG_9145.png,CarImagesCardFill/IMG_9145.png,OcrZoom/OCR_IMG_9145.png,ok,,SHPX,SHPX,22329,,Tank,,Black,110000,,44900,12-49,SHPX22329,SHPX,40,3.8,76,"| SHIPPERS CAR LINE CORP. OO A, SHPX. 22323 A A 2 JU { YE | SHIPPERS CAR LINE CORP. SE ISAN | LEE ACAR OW | SHPX. 223E9 OE W A » ( -— MD A S PS A EE. —_ - A - JY EE WI J\ I ) J | | ARA I= FAM NAT",visual_review,final_ref=CarImagesFinal/IMG_9145.png; Shippers Car Line tank
IMG_9146.png,CarImagesCardFill/IMG_9146.png,OcrZoom/OCR_IMG_9146.png,ok,,GATX,GATX,31090,,Tank,,Black,110000,,44900,12-49,GATX31090,GATX,40,3.8,76,"; UE FO FH EAE OE SEE LS UAE WY ¥ R —_—- IOE }* —_ _ A RAL PONT EDU PONT DE NEMOURS &CO. = “ERS (EE A. =Z CEE 4 V ——— OT =A ————_ — . T 7"" | } \ PI ? AN SAVE BASAL, [| EES",visual_review,final_ref=CarImagesFinal/IMG_9146.png; DuPont leased tank
IMG_9147.png,CarImagesCardFill/IMG_9147.png,OcrZoom/OCR_IMG_9147.png,ok,,EL,EL,8063,,Flatcar,LO,Black,154000,155800,63200,7-42,EL8063,EL,52,4.6,92,"{SK YY ; LOLA 155600 LE YL G/GU (DIE FY? WI SH I OR OS "" AC ~~ AE PAL TAT DS ES EE ATER AT IC AETIG BITE AE 4 I DANE 3 SE IS OT EAE OM CY WN HE CHEY ILIES | | AST E CY LO LAT 155600 LO WDU L¥WE = G32GU WISE 4 AY | . | A J OH ETN SS A I ANV SE TDS FE CHAT OT AGES RAY TE BA IRE PIANO PRAYS ESE BL DED 9 OR SR OO 2 SATES I MATAS 4 PRICES BADE ERATCERE MEEREE? OR ES SIMS ME CS AE FOS WE NI LEA LI LITE ",visual_review,final_ref=CarImagesFinal/IMG_9147.png
IMG_9149.png,CarImagesCardFill/IMG_9149.png,OcrZoom/OCR_IMG_9149.png,ok,,B&O,B&O,8476,,Flatcar,,Black,140000,149000,61000,12-53,BO8476,BO,53,4.7,94,"| AAD SS IE > —— _ — — = = . — _ ‘4 73 = AE FIIROATS > SD ‘ PUES! F M 3 SE - —— ; - , I EA EL EE ’ ~~ AO SO — = F ' I - + (ATTY L POURIEAAL ~= I, I A RE 1P TIL MM ATRARESE 25 STE = PEL A ’ IY B&O GSLETG OW VO NEW 14 ‘ I> AL ’ A - A — ” EMT NR = —- EEE —— — A —. — “~ ; APACE ,",visual_review,final_ref=CarImagesFinal/IMG_9149.png
IMG_9150.png,CarImagesCardFill/IMG_9150.png,OcrZoom/OCR_IMG_9150.png,ok,,C&O,C&O,2063,,Hopper,LO,Yellow,154000,157900,62100,6-78,CO2063,CO,40,3.8,76,". = —— ~ _ — == HA * I ""ES A EE EE A A A NN - _ T ¥ "" I OJ L . . . . YS A —— - FA! . R ~~ | A Y _— 4 W- — A , A 2 EE Q - NEEN - ‘ — = A RL _ | 4 = IOS I ; T , IS 1 4 : ; ; I 4 * OS ES ° A ‘ _ — , T WE PROD IY CJ: - MALL JG { _ - 5 ‘A » 4 M 7 + > £4 = 4 Y ~ —_— — OO = — OO - - . I “= I — 7 —— OES EIS —",visual_review,final_ref=CarImagesFinal/IMG_9150.png; Chessie System C&O 2063 covered hopper
IMG_9151.png,CarImagesCardFill/IMG_9151.png,OcrZoom/OCR_IMG_9151.png,ok,,KSMX,KSMX,110,,Hopper,LO,Gray,140000,157500,52500,10-47,KSMX110,KSMX,34,3.3,66,"SES 1 EA CN —-. — == MS . _ BITS EN : ' AS - & A ‘ ¥ : . 9. DTS A MR ES IE S ME WAD ROG A A A . 4 7 3 = . OS *- =. ‘ ’. = . = - “ON 7 OA OE, , . IW A -'@: , \ 5. . A A ‘ E . . , . SAG T, 2 5° HY * * A . ME I P EES WI BS S. OU 1 ' S .4 7 4 CE: BI I ? IHE , 7 5 PE ~ (F AL AED P. * ATT AE > TG . ~ I). EE AOR. * AE A. 7 ‘ A SS 4, = ARE .* % SE “OS S F ‘ I : “A = . : : CEE Q ~ EL = 4 BEE OVE A OO “S NE",visual_review,final_ref=CarImagesFinal/IMG_9151.png; Kosmos Portland cement hopper
IMG_9152.png,CarImagesCardFill/IMG_9152.png,OcrZoom/OCR_IMG_9152.png,ok,,,,,,Boxcar,,Red,,,,,,,,,,"+ * + * + % DE LE + +"" KO X * BI SE KY YAA, X” 4% X * * * | "" WY K A® FF EN "" LL B X 4 *% A” X E* X EI, REA NITE IEEE "" | > SS WI 1 | B A EE A 7 - _ AE EED EEE : - ; —— - ~~ — —— A S",visual_review,final_ref=CarImagesFinal/IMG_9152.png; United We Stand patriotic boxcar; no road number
IMG_9153.png,CarImagesCardFill/IMG_9153.png,OcrZoom/OCR_IMG_9153.png,ok,,PRR,PRR,498647,,Tank,,Black,310,,,,PRR498647,PRR,40,3.8,76,", SEO PENN IM 4 QE, 3 A PENNSYLVANIA A 498647 D CAPY 310G000 LRWRT 37400 ; ATOS — P| V > BOS, C WHY FE GN ; AD DSL EE EEE ‘,¢ : = = ANA = A? : | CARY 2501 GAL . APY 1755 GAL CARY 2511 DAS : RAL I )0”TCTÉ«@ == IX -! PENNSYLVANIA IOE A 498647 ~ LOR WT 97400 ! ‘ A EEE. ST A — A) EST EEE EEE ME LN — OM V PN E BA I —= SR VRZ = A —— =) —— = = == —= RE — AS = —",visual_review,final_ref=CarImagesFinal/IMG_9153.png
IMG_9154.png,CarImagesCardFill/IMG_9154.png,OcrZoom/OCR_IMG_9154.png,ok,,B&O,B&O,8405,,Flatcar,,Black,140000,149000,61000,12-53,BO8405,BO,53,4.7,94,"= -_ _ * TR PA ALE A ATT = R ASD 7 F . F IE 4 4 - AL O Y + O J S 4 / - 3 É 3 = ~ ALL PAT EE CA EI F, A EO AMEN *~ I - I 7 A TM EH A“ ; FI GHEE PO. 4 . ' ' : OE AA TE AGER ET ER AS NE SR SEKEREASKAG DSR POE = 5 STTY ED OE OR, <”™ . BAL XS OR OA TE WE ~ ) MES FAE AD RETELL RA SE FA ERE A, ATTE REO = -. TTT EA : É A BATH : PEA ‘ AE NOE NON : . FR TAGE EE É VO SY A TG AV AE AS ES AY A PR ALI 4 GA MEH ",visual_review,final_ref=CarImagesFinal/IMG_9154.png
IMG_9155.png,CarImagesCardFill/IMG_9155.png,OcrZoom/OCR_IMG_9155.png,ok,,RDG,RDG,99143,,Coil,,Green,197000,199300,63700,3-75,RDG99143,RDG,55,4.8,96,"= AY PEA . : ' F 3 ” AE OE ; OFS VOY ASA ; A “ RI HU? _ ; 7 EE. - - - NOE < = —.,"" R IENIEEE” EE ~*~ , = — A, —— ——— TT OO _—— ———— — = SO AE W I AT I, : “ : : A8 PE A TATAKDD | 5 =A W"" AIE EL OM - —_— ROI EL — SA. PO ADIL — — OS - . | . ——— EE —— SY AE EEE ET —— — —— = EMMA = = —— AES OE ' _ = = PELA - <A ET EE (7 AE — _— . A",visual_review,final_ref=CarImagesFinal/IMG_9155.png; Reading coil car
IMG_9156.png,CarImagesCardFill/IMG_9156.png,OcrZoom/OCR_IMG_9156.png,ok,,B&O,B&O,11137,,Hopper,,Black,140000,167900,55400,1-53,BO11137,BO,40,3.8,76,") / LL LIVE = CAPY 140000 L P A LD LMT 1679090 P2519 64: LT WT 55400 A ¥ HY A - Y ~~ | | 11 132 7 “| F ! : CAPY 1400090 ; | I P A LD LMT 1679096 P2519 64: BATS AN —. LT WT 55400 MEEE _ CORT WIE . . 7 ' 7 WH MZ, - ~ —, A - — ~ — — . — ———— EE ~ — RES 7 = ~~ — EET",visual_review,final_ref=CarImagesFinal/IMG_9156.png
IMG_9157.png,CarImagesCardFill/IMG_9157.png,OcrZoom/OCR_IMG_9157.png,ok,,B&O,B&O,11027,,Hopper,,Black,140000,167900,55400,1-58,BO11027,BO,40,3.8,76,) » B& QO IW 11 O2Z I ~ C 4 —— = CAPY 1A4A00A00 _ IL » ° LD LMT 1E7D000 P2519 64 ; LT WT 55400 AT | Y Y | ACME _ Y > B& O : { IJ. 11 O2¢ <1) CAPY 1140000 ; A A _ FL » - - LD LMT 167900 P2519 64 | OF _ = | LT WT 551.00 MIN ENE TMES A | Y~—=—(‘<‘ YR £§$#+;«»XN R ; Y ~~ —* _ EE RE EE __ALLSSIE® —— —E — S=. NE EIN _.-- =E = SIM =R —,visual_review,final_ref=CarImagesFinal/IMG_9157.png
IMG_9158.png,CarImagesCardFill/IMG_9158.png,OcrZoom/OCR_IMG_9158.png,ok,,B&O,B&O,10389,,Hopper,,Black,140000,167900,55400,1-56,BO10389,BO,40,3.8,76,"——— EEE =>? ; B& O ) B _ ; I71O0000 | "" NA € P2519 G4. L — LD LMT 167200 LT WT S52400 F A, “ : ; A ~ “H - ——_EEEESS ENED ‘ 4 : I4000060 . ——> | AF CNR* ‘ € P2519 G4. WOOS . | - LD LMT 167900 CO CME — CU REDE LT WT 55400 ' , A . ¥ 7 A ‘A Y ~~ 7 — ~ A = — ES",visual_review,final_ref=CarImagesFinal/IMG_9158.png
IMG_9159.png,CarImagesCardFill/IMG_9159.png,OcrZoom/OCR_IMG_9159.png,ok,,B&O,B&O,31000,,Hopper,,Black,,,,12-13,BO31000,BO,34,3.3,66,"7 BAL TIM ORE &O I~ 31000 MM . CAPY IGONU) A PMPARY JZ9EOR J = _ EE EE RE 89 NEW 12-13 ‘ ” | SUN ’ —— C—O WH GRE S G ®, — —EE - BAL TIM ORE &O HIO { J 31000 MA | | | O KE ETP PISO Q! | | | | . CARPY GOOD | POP AVE J2E3 _ L —_ ~ A NEW F2--13 PRAIA A “ F — 4 \ 7 V HEN ‘ 5 A MM “AS T MY A EM",visual_review,final_ref=CarImagesFinal/IMG_9159.png
IMG_9160.png,CarImagesCardFill/IMG_9160.png,OcrZoom/OCR_IMG_9160.png,ok,,B&O,B&O,30963,,Hopper,,Black,,,,,BO30963,BO,34,3.3,66,EE - RAIL TIM ORE &O LM 30963 FO ~ CAPS JONA JR HSE F2TDAI.ESFI | AE. A TI “443 O50 SW DEE 14 { | OD - ; SE OO Z - . “SE ~ _ EE - EE “EL FOR 7 <> ¥ V = 3 RE —E —————— ER BAL TIM ORE &O HIG (| LL LM 30963 OOL ZZ _ CAPS IONIUDY _—E | \ | 1 —_ SUSF HYE OE <A EE EIN VIEW JE> 0A A AST TO ” ™ F = - . ‘ 1,visual_review,final_ref=CarImagesFinal/IMG_9160.png
IMG_9161.png,CarImagesCardFill/IMG_9161.png,OcrZoom/OCR_IMG_9161.png,ok,,B&O,B&O,30222,,Hopper,,Black,,,,,BO30222,BO,34,3.3,66,"— ———— — —___ —— BAL TIM ORE &O ~~ 30222 HM! | COFE DEE EDEN J A — OE EAE DREI [AVD $Y DOF A TT YS — \ R J& —AE SE { WE CR EGS ~ A ——————_. ——— — — TOXT> BAL TIM ORE &O HIO ‘ | : L ~~ 30222 7 MA ~~ AE COTE COLE EEN "" | ' | J — — PIAL BEAN = PYWET SON EAE LE! A PEPE GE J& \ —— 8 ED —_— == =",visual_review,final_ref=CarImagesFinal/IMG_9161.png
IMG_9162.png,CarImagesCardFill/IMG_9162.png,OcrZoom/OCR_IMG_9162.png,ok,,B&O,B&O,133007,,Hopper,HK,Black,110000,,49500,6-23,BO133007,BO,50,4.4,88,"B &QO - ~ MATE OANA SE 2Y260U TI # CAPACILY HOUND YT: “ - MOM $9500 6 24 * YO W ~~ - ~ . ; . ; —— A “LH ORE & O HYIO BAL TIM &: COKE B &O | ROOBA IH SSS Q ‘AI 58 CAABT SRNA | , DIST AL PLIS 1 OO OO ATL QARI CURSE 4 I} | —<—$—— —_—_—_—_—_——— KENTOINT. UL EMT > A ALLS WV PT “ON IIN ALT | I J ‘J R . VW -] UI SISVA AS OT BALAYT BTTRLAM 1% = A MEN 19500 © 23 PANEER - * BD - J ! | J\ A FUME Y —— AE ° . ",visual_review,final_ref=CarImagesFinal/IMG_9162.png; B&O coke hopper
IMG_9163.png,CarImagesCardFill/IMG_9163.png,OcrZoom/OCR_IMG_9163.png,ok,,B&O,B&O,132315,,Hopper,HK,Black,110000,,49500,6-23,BO132315,BO,50,4.4,88,"B &O | 32 315 — EET = A SS ERE U TT S - CAPACITY NYUEYENEY FT _— ME HS. AN-NO G21 Y V BAL TIM ORE §& O HIO COKE > K 2 TRIPLE § AENE . | ER CIOS DBATT CEB { —— LIRE EE A4 $33 CIO TS AIL “AFI EU J I . . RAY YY: J CUT FATE $ { . ° . | MER O - “SAAT E SR-FL AS S CAPACTI ¥ T)AEUE PAC AREN MC GE . A : : J ~ AE NOE SEN . =N, MIT 49°00 G ZL : : | = { A "" —_ 7 . _ : SR: UAE PH PAACABYMEN NN - ET EE VATER, ",visual_review,final_ref=CarImagesFinal/IMG_9163.png; B&O coke hopper
IMG_9164.png,CarImagesCardFill/IMG_9164.png,OcrZoom/OCR_IMG_9164.png,ok,,N&W,N&W,12988,,Hopper,,Black,440000,148300,49600,5-35,NW12988,NW,40,3.8,76,"NOR] : _ N & W 12988 1 ] — CAPY 440000 | LD LUAT 148300 LT VT 49600 NEVY 5-2 Y | D V Y ~~ A NORFOLK AND WESTERN LE VEWOEE NI & W A! J A CAPY 140000 EXW 10-5 H 12-7 LD LMT 148300 EW 9-6 H 13-2 = LT WT 49600 NEW 5-35 BLT 5-35 CUFT 3420 HL , —_—TY~ VV FT FW YAS SAREETEMIIIILINNMETEDIATNIAND _ 7 SS EC",visual_review,final_ref=CarImagesFinal/IMG_9164.png
IMG_9165.png,CarImagesCardFill/IMG_9165.png,OcrZoom/OCR_IMG_9165.png,ok,,N&W,N&W,12986,,Hopper,,Black,140000,146300,49600,5-35,NW12986,NW,40,3.8,76,= | | N & W 12986 IN P >. } A CAPY 140000 LO LMT 146300 LT WT 49600 NEW 5-3! Y Q 4 Y ALLI NORFOLK AND WESTERN | VEWUE N &S W A\ | | A CAPY 140000 EXW 10-5 H 12-7 _ LOLMT 146300 EW 9-6 H 13-2 | LT WT 496006 NEW 5-35 BLT 5-35 CUFT 3420 _/ ° . WA + ( . » A 4 2: NH EE,visual_review,final_ref=CarImagesFinal/IMG_9165.png
IMG_9166.png,CarImagesCardFill/IMG_9166.png,OcrZoom/OCR_IMG_9166.png,ok,,B&O,B&O,625509,,Hopper,,Black,,,,,BO625509,BO,40,3.8,76,">. E ~ . - A TA "" . : X » » A B&O 1» 5235509 TD HL A | ‘\ T ""VS 1YEREYE FY | , —_ CO * P B) GI VE 7 * BN. 13 * ¢ AA AL « PAULY £ SS ~~ ~ : : BA . ; = : - ‘ ~ < . ° ~ . - = » » A ’ B & O HSE MI 4 IT LP 16 625509 ME | R. F $ JEM EIAE --. SPT DS WALTEE HD | . MA F OFC 1 FEET NEY FE IJ AOT EE - : OE = 7 - EE —————E - $$ - : | ; - ; A A A OE AE 7 - EE - -_—- —_— — —— ———",visual_review,final_ref=CarImagesFinal/IMG_9166.png
IMG_9167.png,CarImagesCardFill/IMG_9167.png,OcrZoom/OCR_IMG_9167.png,ok,,B&O,B&O,625943,,Hopper,,Black,,,,,BO625943,BO,40,3.8,76,"| & QO YS 625 943 AM HH O ‘SIPS 1POANG | "" ~ @ TD I'D) 1 ONSEO 1] “I “EY 2) NT MW 5A | A , Y ~ SS A —— A - - - , I « . ASI I —==— / HEY B BE » VI A PAS 625943 — = A. A7 ~ ANE NEP TL WELT T NEES ‘ A » @ €SP% 1KOAQON8 WB 4 — MM ~~ « ~SSV~ ~~.“ | . IP 4) 1 OONSEO ~ = PP ® PO) FO200 NEB STG AE ME I ——__ ———— TT, A«' BS | £ \ ~ — ——— A GP —. - - —— EO — OOO —_A=AER EEE EEE — SSS ___\IAIEAIOME? = —_ ~ —",visual_review,final_ref=CarImagesFinal/IMG_9167.png
